date,player,team,lineup_spot,hr,hr_score
2026-07-07,William Contreras,MIL,4,0.0,47.1
2026-07-07,Sal Frelick,MIL,7,0.0,24.5
2026-07-07,JJ Wetherholt,STL,1,0.0,35.3
2026-07-07,Iván Herrera,STL,2,1.0,38.4
2026-07-07,Alec Burleson,STL,3,0.0,33.5
2026-07-07,Christian Yelich,MIL,1,0.0,47.8
2026-07-07,Luis Lara,MIL,2,0.0,36.1
2026-07-07,Brice Turang,MIL,3,0.0,27.0
2026-07-07,Andrew Vaughn,MIL,4,0.0,36.9
2026-07-07,Garrett Mitchell,MIL,5,0.0,52.4
2026-07-07,Gary Sánchez,MIL,6,0.0,39.4
2026-07-07,Jackson Chourio,MIL,7,0.0,55.4
2026-07-07,Cooper Pratt,MIL,8,0.0,35.9
2026-07-07,Joey Ortiz,MIL,9,1.0,40.5
2026-07-07,Pedro Pagés,STL,1,0.0,31.5
2026-07-07,Jimmy Crooks,STL,2,0.0,29.3
2026-07-07,Jordan Walker,STL,3,1.0,57.2
2026-07-07,Nelson Velázquez,STL,4,1.0,48.6
2026-07-07,Bryan Torres,STL,5,0.0,48.5
2026-07-07,Masyn Winn,STL,6,0.0,34.5
2026-07-07,José Fermín,STL,7,0.0,33.4
2026-07-07,Blaze Jordan,STL,8,0.0,27.6
2026-07-07,Nathan Church,STL,9,0.0,43.5
2026-07-07,Pete Crow-Armstrong,CHC,1,0.0,55.3
2026-07-07,Alex Bregman,CHC,2,0.0,54.8
2026-07-07,Michael Busch,CHC,3,0.0,54.1
2026-07-07,Seiya Suzuki,CHC,4,0.0,61.9
2026-07-07,Ian Happ,CHC,5,0.0,45.5
2026-07-07,Nico Hoerner,CHC,6,0.0,33.1
2026-07-07,Michael Conforto,CHC,7,0.0,60.5
2026-07-07,Dansby Swanson,CHC,8,0.0,62.2
2026-07-07,Miguel Amaya,CHC,9,0.0,36.7
2026-07-07,Taylor Ward,BAL,1,0.0,56.3
2026-07-07,Adley Rutschman,BAL,2,0.0,58.5
2026-07-07,Gunnar Henderson,BAL,3,0.0,69.6
2026-07-07,Pete Alonso,BAL,4,0.0,74.1
2026-07-07,Jeremiah Jackson,BAL,5,0.0,45.8
2026-07-07,Samuel Basallo,BAL,6,0.0,63.8
2026-07-07,Blaze Alexander,BAL,7,0.0,49.1
2026-07-07,Tyler O'Neill,BAL,8,0.0,74.1
2026-07-07,Leody Taveras,BAL,9,0.0,46.8
2026-07-07,Zack Gelof,ATH,1,0.0,31.4
2026-07-07,Nick Kurtz,ATH,2,0.0,38.3
2026-07-07,Shea Langeliers,ATH,3,0.0,41.3
2026-07-07,Jonah Heim,ATH,4,0.0,47.7
2026-07-07,Jacob Wilson,ATH,5,0.0,17.8
2026-07-07,Lawrence Butler,ATH,6,0.0,40.9
2026-07-07,Joshua Kuroda-Grauer,ATH,7,0.0,30.1
2026-07-07,Henry Bolte,ATH,9,1.0,35.7
2026-07-07,Kevin McGonigle,DET,1,0.0,41.6
2026-07-07,Hao-Yu Lee,DET,2,0.0,53.8
2026-07-07,Riley Greene,DET,3,0.0,65.4
2026-07-07,Dillon Dingler,DET,4,0.0,38.4
2026-07-07,Kerry Carpenter,DET,5,0.0,50.8
2026-07-07,Zach McKinstry,DET,6,0.0,27.1
2026-07-07,Spencer Torkelson,DET,7,0.0,50.9
2026-07-07,Ben Malgeri,DET,8,0.0,39.8
2026-07-07,Matt Vierling,DET,9,0.0,36.7
2026-07-07,Michael Harris II,ATL,1,0.0,50.1
2026-07-07,Kyle Farmer,ATL,2,0.0,37.1
2026-07-07,Matt Olson,ATL,3,0.0,82.0
2026-07-07,Joey Bart,ATL,4,0.0,42.4
2026-07-07,José Azócar,ATL,5,0.0,39.5
2026-07-07,Dominic Smith,ATL,6,0.0,37.1
2026-07-07,Austin Riley,ATL,7,0.0,54.3
2026-07-07,Mike Yastrzemski,ATL,8,0.0,46.2
2026-07-07,Jim Jarvis,ATL,9,0.0,37.5
2026-07-07,Jake Mangum,PIT,1,0.0,36.1
2026-07-07,Brandon Lowe,PIT,2,0.0,50.5
2026-07-07,Jack Brannigan,PIT,3,0.0,34.6
2026-07-07,Esmerlyn Valdez,PIT,4,0.0,45.1
2026-07-07,Billy Cook,PIT,5,0.0,33.0
2026-07-07,Nick Gonzales,PIT,6,0.0,29.4
2026-07-07,Tyler Callihan,PIT,7,0.0,38.4
2026-07-07,Jared Triolo,PIT,8,0.0,35.5
2026-07-07,Henry Davis,PIT,9,0.0,48.8
2026-07-07,J.P. Crawford,SEA,1,0.0,27.1
2026-07-07,Randy Arozarena,SEA,2,0.0,59.1
2026-07-07,Weston Wilson,SEA,3,0.0,38.1
2026-07-07,Cal Raleigh,SEA,4,0.0,58.0
2026-07-07,Josh Naylor,SEA,5,0.0,48.3
2026-07-07,Miles Mastrobuoni,SEA,6,0.0,34.9
2026-07-07,Cole Young,SEA,7,1.0,50.1
2026-07-07,Victor Robles,SEA,8,0.0,27.5
2026-07-07,Colt Emerson,SEA,9,0.0,38.9
2026-07-07,Liam Hicks,MIA,1,0.0,38.9
2026-07-07,Kyle Stowers,MIA,2,0.0,55.5
2026-07-07,Otto Lopez,MIA,3,0.0,44.6
2026-07-07,Xavier Edwards,MIA,4,0.0,17.0
2026-07-07,Heriberto Hernández,MIA,5,1.0,56.3
2026-07-07,Esteury Ruiz,MIA,6,0.0,38.1
2026-07-07,Jakob Marsee,MIA,7,0.0,39.1
2026-07-07,Joe Mack,MIA,8,0.0,51.7
2026-07-07,Javier Sanoja,MIA,9,0.0,38.4
2026-07-07,Trent Grisham,NYY,1,0.0,57.1
2026-07-07,Paul Goldschmidt,NYY,2,0.0,63.1
2026-07-07,Ben Rice,NYY,3,1.0,63.6
2026-07-07,Anthony Volpe,NYY,4,0.0,44.4
2026-07-07,Cody Bellinger,NYY,5,0.0,56.7
2026-07-07,José Caballero,NYY,6,0.0,58.8
2026-07-07,Jazz Chisholm Jr.,NYY,7,0.0,54.7
2026-07-07,Jasson Domínguez,NYY,8,0.0,52.8
2026-07-07,Ali Sánchez,NYY,9,0.0,43.2
2026-07-07,Yandy Díaz,TB,1,1.0,47.4
2026-07-07,Jonathan Aranda,TB,2,0.0,42.8
2026-07-07,Junior Caminero,TB,3,0.0,57.9
2026-07-07,Cedric Mullins,TB,4,0.0,55.1
2026-07-07,Chandler Simpson,TB,5,0.0,37.5
2026-07-07,Victor Mesa Jr.,TB,6,1.0,51.5
2026-07-07,Taylor Walls,TB,7,0.0,38.2
2026-07-07,Ben Williamson,TB,8,0.0,41.8
2026-07-07,Hunter Feduccia,TB,9,1.0,48.2
2026-07-07,Braden Shewmake,HOU,1,0.0,40.7
2026-07-07,Yordan Alvarez,HOU,2,0.0,83.3
2026-07-07,Isaac Paredes,HOU,3,0.0,59.0
2026-07-07,Christian Walker,HOU,4,0.0,59.0
2026-07-07,Cam Smith,HOU,5,0.0,47.4
2026-07-07,Taylor Trammell,HOU,6,0.0,45.7
2026-07-07,Brice Matthews,HOU,7,0.0,55.4
2026-07-07,Nick Allen,HOU,8,0.0,39.4
2026-07-07,Christian Vázquez,HOU,9,0.0,41.5
2026-07-07,James Wood,WSH,1,1.0,69.3
2026-07-07,Andrés Chaparro,WSH,2,0.0,54.8
2026-07-07,Curtis Mead,WSH,3,0.0,38.8
2026-07-07,CJ Abrams,WSH,4,0.0,49.0
2026-07-07,Dylan Crews,WSH,5,0.0,45.1
2026-07-07,Daylen Lile,WSH,6,0.0,49.9
2026-07-07,Nasim Nuñez,WSH,7,0.0,45.6
2026-07-07,Jorbit Vivas,WSH,8,0.0,42.2
2026-07-07,José Tena,WSH,9,1.0,56.0
2026-07-07,Carter Jensen,KC,1,0.0,42.5
2026-07-07,Bobby Witt Jr.,KC,2,0.0,59.6
2026-07-07,Lane Thomas,KC,3,0.0,39.6
2026-07-07,Salvador Perez,KC,4,0.0,49.5
2026-07-07,Jac Caglianone,KC,5,0.0,40.0
2026-07-07,Nick Loftin,KC,6,1.0,42.8
2026-07-07,Isaac Collins,KC,7,0.0,40.2
2026-07-07,Michael Massey,KC,8,0.0,27.7
2026-07-07,Tyler Tolbert,KC,9,1.0,54.1
2026-07-07,A.J. Ewing,NYM,1,1.0,53.9
2026-07-07,Juan Soto,NYM,2,1.0,77.5
2026-07-07,Bo Bichette,NYM,3,0.0,39.1
2026-07-07,Francisco Lindor,NYM,4,0.0,52.0
2026-07-07,Carson Benge,NYM,5,0.0,46.0
2026-07-07,Jorge Polanco,NYM,6,0.0,37.7
2026-07-07,Jared Young,NYM,7,0.0,39.3
2026-07-07,Brett Baty,NYM,8,0.0,37.0
2026-07-07,Luis Torrens,NYM,9,0.0,34.2
2026-07-07,Trea Turner,PHI,1,0.0,69.7
2026-07-07,Kyle Schwarber,PHI,2,1.0,86.1
2026-07-07,Bryce Harper,PHI,3,0.0,81.0
2026-07-07,Alec Bohm,PHI,4,0.0,61.9
2026-07-07,Brandon Marsh,PHI,5,0.0,66.7
2026-07-07,J.T. Realmuto,PHI,6,0.0,58.8
2026-07-07,Bryson Stott,PHI,7,0.0,55.7
2026-07-07,Derek Hill,PHI,8,0.0,59.6
2026-07-07,Justin Crawford,PHI,9,0.0,50.6
2026-07-07,Elly De La Cruz,CIN,1,0.0,75.5
2026-07-07,Sal Stewart,CIN,2,0.0,60.0
2026-07-07,JJ Bleday,CIN,3,0.0,48.2
2026-07-07,Eugenio Suárez,CIN,4,1.0,58.3
2026-07-07,Nathaniel Lowe,CIN,5,0.0,50.5
2026-07-07,Spencer Steer,CIN,6,0.0,72.5
2026-07-07,Tyler Stephenson,CIN,7,0.0,51.5
2026-07-07,TJ Friedl,CIN,8,0.0,48.1
2026-07-07,Ivan Johnson,CIN,9,0.0,50.8
2026-07-07,Travis Bazzana,CLE,1,0.0,29.9
2026-07-07,David Fry,CLE,2,0.0,48.8
2026-07-07,Chase DeLauter,CLE,3,0.0,36.6
2026-07-07,Gabriel Arias,CLE,4,0.0,42.0
2026-07-07,Rhys Hoskins,CLE,5,1.0,48.8
2026-07-07,Brayan Rocchio,CLE,6,0.0,29.1
2026-07-07,Daniel Schneemann,CLE,7,0.0,31.1
2026-07-07,Patrick Bailey,CLE,8,0.0,21.9
2026-07-07,Steven Kwan,CLE,9,0.0,23.5
2026-07-07,Austin Martin,MIN,1,0.0,42.1
2026-07-07,Brooks Lee,MIN,2,0.0,45.1
2026-07-07,Josh Bell,MIN,3,0.0,58.4
2026-07-07,Royce Lewis,MIN,4,0.0,54.6
2026-07-07,Victor Caratini,MIN,5,0.0,44.9
2026-07-07,Kody Clemens,MIN,6,0.0,60.1
2026-07-07,Ryan Kreidler,MIN,7,0.0,41.1
2026-07-07,Luke Keaschall,MIN,8,0.0,53.3
2026-07-07,Trevor Larnach,MIN,9,0.0,51.1
2026-07-07,Anthony Seigler,BOS,1,0.0,48.6
2026-07-07,Ceddanne Rafaela,BOS,2,1.0,53.1
2026-07-07,Wilyer Abreu,BOS,3,0.0,47.8
2026-07-07,Willson Contreras,BOS,4,0.0,78.2
2026-07-07,Romy Gonzalez,BOS,5,0.0,58.9
2026-07-07,Caleb Durbin,BOS,6,0.0,60.2
2026-07-07,Jarren Duran,BOS,7,0.0,54.1
2026-07-07,Andruw Monasterio,BOS,8,1.0,58.1
2026-07-07,Connor Wong,BOS,9,0.0,42.4
2026-07-07,Miguel Vargas,CWS,1,0.0,55.0
2026-07-07,Andrew Benintendi,CWS,2,0.0,37.2
2026-07-07,Colson Montgomery,CWS,3,0.0,59.9
2026-07-07,Chase Meidroth,CWS,4,0.0,50.3
2026-07-07,Sam Antonacci,CWS,5,0.0,53.5
2026-07-07,Junior Perez,CWS,6,0.0,48.5
2026-07-07,Kyle Teel,CWS,7,0.0,51.2
2026-07-07,Jacob Gonzalez,CWS,8,0.0,44.3
2026-07-07,Tristan Peters,CWS,9,0.0,55.4
2026-07-07,Zach Neto,LAA,1,0.0,55.3
2026-07-07,Nolan Schanuel,LAA,2,0.0,39.0
2026-07-07,Denzer Guzman,LAA,3,0.0,49.6
2026-07-07,Jorge Soler,LAA,4,0.0,48.2
2026-07-07,Josh Lowe,LAA,5,0.0,62.5
2026-07-07,Jo Adell,LAA,6,0.0,56.7
2026-07-07,Oswald Peraza,LAA,7,0.0,46.8
2026-07-07,Jose Siri,LAA,8,0.0,64.6
2026-07-07,Logan O'Hoppe,LAA,9,0.0,49.9
2026-07-07,Kyle Higashioka,TEX,1,0.0,45.1
2026-07-07,Josh Smith,TEX,2,0.0,52.1
2026-07-07,Jake Burger,TEX,3,0.0,63.0
2026-07-07,Brandon Nimmo,TEX,4,0.0,42.1
2026-07-07,Ezequiel Duran,TEX,5,0.0,39.1
2026-07-07,Justin Foscue,TEX,6,1.0,57.1
2026-07-07,Alejandro Osuna,TEX,7,1.0,46.9
2026-07-07,Elias Díaz,TEX,8,0.0,59.8
2026-07-07,Cam Cauley,TEX,9,0.0,42.3
2026-07-07,Ketel Marte,ARI,1,0.0,73.9
2026-07-07,Geraldo Perdomo,ARI,2,0.0,51.7
2026-07-07,Corbin Carroll,ARI,3,0.0,65.4
2026-07-07,Gabriel Moreno,ARI,4,0.0,45.8
2026-07-07,Lourdes Gurriel Jr.,ARI,5,0.0,55.5
2026-07-07,Nolan Arenado,ARI,6,0.0,70.3
2026-07-07,Pavin Smith,ARI,7,0.0,42.9
2026-07-07,James McCann,ARI,8,0.0,55.4
2026-07-07,Tim Tawa,ARI,9,0.0,53.8
2026-07-07,Fernando Tatis Jr.,SD,1,0.0,75.7
2026-07-07,Jackson Merrill,SD,2,0.0,66.2
2026-07-07,Xander Bogaerts,SD,3,0.0,47.4
2026-07-07,Manny Machado,SD,4,0.0,71.5
2026-07-07,Gavin Sheets,SD,5,0.0,47.6
2026-07-07,Jake Cronenworth,SD,6,1.0,61.2
2026-07-07,Luis Campusano,SD,7,0.0,48.1
2026-07-07,Jase Bowen,SD,8,0.0,46.6
2026-07-07,Sung-Mun Song,SD,9,0.0,52.6
2026-07-07,Ernie Clement,TOR,1,0.0,41.0
2026-07-07,Nathan Lukes,TOR,2,0.0,50.1
2026-07-07,Vladimir Guerrero Jr.,TOR,3,0.0,67.6
2026-07-07,Kazuma Okamoto,TOR,4,0.0,60.1
2026-07-07,Brandon Valenzuela,TOR,5,0.0,44.1
2026-07-07,Daulton Varsho,TOR,6,0.0,47.8
2026-07-07,Sean Keys,TOR,7,0.0,53.1
2026-07-07,Myles Straw,TOR,8,0.0,61.1
2026-07-07,Andrés Giménez,TOR,9,0.0,45.0
2026-07-07,Heliot Ramos,SF,1,0.0,60.6
2026-07-07,Luis Arraez,SF,2,0.0,25.5
2026-07-07,Casey Schmitt,SF,3,0.0,43.7
2026-07-07,Rafael Devers,SF,4,0.0,85.1
2026-07-07,Jung Hoo Lee,SF,5,0.0,38.0
2026-07-07,Willy Adames,SF,6,0.0,54.5
2026-07-07,Bryce Eldridge,SF,7,0.0,50.2
2026-07-07,Victor Bericoto,SF,8,0.0,56.0
2026-07-07,Drew Cavanaugh,SF,9,0.0,41.6
2026-07-07,Willi Castro,COL,1,0.0,41.9
2026-07-07,Kyle Karros,COL,2,0.0,64.3
2026-07-07,TJ Rumfield,COL,3,0.0,53.9
2026-07-07,Cole Carrigg,COL,4,0.0,58.2
2026-07-07,Tyler Freeman,COL,5,0.0,52.0
2026-07-07,Jake McCarthy,COL,6,0.0,59.2
2026-07-07,Ezequiel Tovar,COL,7,0.0,66.3
2026-07-07,Braxton Fulford,COL,8,0.0,49.7
2026-07-07,Mickey Moniak,COL,9,0.0,70.0
2026-07-07,Shohei Ohtani,LAD,1,1.0,84.7
2026-07-07,Andy Pages,LAD,2,0.0,41.7
2026-07-07,Freddie Freeman,LAD,3,0.0,81.1
2026-07-07,Max Muncy,LAD,4,0.0,56.7
2026-07-07,Tommy Edman,LAD,5,0.0,37.9
2026-07-07,Kyle Tucker,LAD,6,0.0,67.2
2026-07-07,Dalton Rushing,LAD,7,0.0,51.4
2026-07-07,Alex Freeland,LAD,8,0.0,45.3
2026-07-07,Alex Call,LAD,9,0.0,47.5
2026-06-12,Liam Hicks,MIA,1,1.0,43.2
2026-06-12,Otto Lopez,MIA,2,0.0,27.0
2026-06-12,Kyle Stowers,MIA,3,0.0,43.2
2026-06-12,Xavier Edwards,MIA,4,0.0,15.4
2026-06-12,Esteury Ruiz,MIA,5,0.0,36.6
2026-06-12,Owen Caissie,MIA,6,0.0,42.4
2026-06-12,Jakob Marsee,MIA,7,0.0,32.2
2026-06-12,Joe Mack,MIA,8,0.0,32.9
2026-06-12,Javier Sanoja,MIA,9,0.0,42.4
2026-06-12,Spencer Horwitz,PIT,1,0.0,40.3
2026-06-12,Brandon Lowe,PIT,2,1.0,61.5
2026-06-12,Bryan Reynolds,PIT,3,0.0,56.8
2026-06-12,Ryan O'Hearn,PIT,4,0.0,44.8
2026-06-12,Nick Gonzales,PIT,5,0.0,23.8
2026-06-12,Esmerlyn Valdez,PIT,6,0.0,34.5
2026-06-12,Endy Rodríguez,PIT,7,1.0,49.0
2026-06-12,Jake Mangum,PIT,8,0.0,36.3
2026-06-12,Jared Triolo,PIT,9,0.0,32.7
2026-06-12,Cole Young,SEA,1,0.0,52.7
2026-06-12,Patrick Wisdom,SEA,2,0.0,45.1
2026-06-12,Josh Naylor,SEA,3,1.0,68.3
2026-06-12,Victor Robles,SEA,4,0.0,37.6
2026-06-12,Luke Raley,SEA,5,0.0,58.2
2026-06-12,Dominic Canzone,SEA,6,1.0,57.4
2026-06-12,Miles Mastrobuoni,SEA,7,0.0,43.9
2026-06-12,Jhonny Pereda,SEA,8,0.0,47.7
2026-06-12,Colt Emerson,SEA,9,1.0,65.9
2026-06-12,James Wood,WSH,1,1.0,67.3
2026-06-12,Luis García Jr.,WSH,2,0.0,54.2
2026-06-12,Curtis Mead,WSH,3,0.0,46.6
2026-06-12,CJ Abrams,WSH,4,0.0,49.1
2026-06-12,Dylan Crews,WSH,5,1.0,49.0
2026-06-12,Daylen Lile,WSH,6,0.0,42.2
2026-06-12,Jacob Young,WSH,7,0.0,26.1
2026-06-12,Jorbit Vivas,WSH,8,0.0,38.5
2026-06-12,Keibert Ruiz,WSH,9,0.0,33.3
2026-06-12,Fernando Tatis Jr.,SD,1,0.0,70.4
2026-06-12,Jackson Merrill,SD,2,0.0,52.8
2026-06-12,Manny Machado,SD,3,0.0,53.0
2026-06-12,Xander Bogaerts,SD,4,0.0,40.2
2026-06-12,Gavin Sheets,SD,5,0.0,41.9
2026-06-12,Samad Taylor,SD,6,0.0,44.6
2026-06-12,Ty France,SD,7,0.0,42.6
2026-06-12,Will Wagner,SD,8,0.0,46.8
2026-06-12,Freddy Fermin,SD,9,0.0,57.8
2026-06-12,Taylor Ward,BAL,1,0.0,57.8
2026-06-12,Gunnar Henderson,BAL,2,1.0,70.9
2026-06-12,Adley Rutschman,BAL,3,0.0,54.3
2026-06-12,Pete Alonso,BAL,4,0.0,82.5
2026-06-12,Samuel Basallo,BAL,5,1.0,55.2
2026-06-12,Coby Mayo,BAL,6,0.0,52.7
2026-06-12,Colton Cowser,BAL,7,0.0,60.5
2026-06-12,Tyler O'Neill,BAL,8,0.0,52.1
2026-06-12,Jackson Holliday,BAL,9,0.0,47.3
2026-06-12,Kevin McGonigle,DET,1,0.0,40.1
2026-06-12,Gleyber Torres,DET,2,0.0,49.3
2026-06-12,Riley Greene,DET,3,0.0,63.2
2026-06-12,Dillon Dingler,DET,4,0.0,55.8
2026-06-12,Kerry Carpenter,DET,5,0.0,60.1
2026-06-12,Colt Keith,DET,6,0.0,40.2
2026-06-12,Spencer Torkelson,DET,7,1.0,62.0
2026-06-12,Zach McKinstry,DET,8,0.0,31.5
2026-06-12,James Outman,DET,9,1.0,52.0
2026-06-12,Travis Bazzana,CLE,1,0.0,39.5
2026-06-12,José Ramírez,CLE,2,0.0,43.8
2026-06-12,Chase DeLauter,CLE,3,0.0,41.0
2026-06-12,Kyle Manzardo,CLE,4,0.0,45.4
2026-06-12,Rhys Hoskins,CLE,5,0.0,50.6
2026-06-12,Angel Martínez,CLE,6,0.0,49.7
2026-06-12,Steven Kwan,CLE,7,0.0,30.5
2026-06-12,Patrick Bailey,CLE,8,0.0,27.4
2026-06-12,Brayan Rocchio,CLE,9,0.0,37.0
2026-06-12,Elias Díaz,TEX,1,0.0,50.2
2026-06-12,Josh Jung,TEX,2,0.0,51.8
2026-06-12,Michael Helman,TEX,3,0.0,61.9
2026-06-12,Wyatt Langford,TEX,4,0.0,60.8
2026-06-12,Ezequiel Duran,TEX,5,0.0,38.9
2026-06-12,Justin Foscue,TEX,6,0.0,60.4
2026-06-12,Jake Burger,TEX,7,0.0,62.1
2026-06-12,Kyle Higashioka,TEX,8,0.0,46.5
2026-06-12,Nicky Lopez,TEX,9,0.0,27.9
2026-06-12,Mickey Gasper,BOS,1,0.0,42.4
2026-06-12,Ceddanne Rafaela,BOS,2,1.0,57.4
2026-06-12,Wilyer Abreu,BOS,3,1.0,48.7
2026-06-12,Willson Contreras,BOS,4,1.0,66.3
2026-06-12,Jarren Duran,BOS,5,0.0,44.1
2026-06-12,Caleb Durbin,BOS,6,0.0,59.1
2026-06-12,Isiah Kiner-Falefa,BOS,7,0.0,35.2
2026-06-12,Marcelo Mayer,BOS,8,0.0,55.0
2026-06-12,Connor Wong,BOS,9,0.0,33.0
2026-06-12,Ketel Marte,ARI,1,0.0,56.0
2026-06-12,Corbin Carroll,ARI,2,0.0,69.3
2026-06-12,Gabriel Moreno,ARI,3,0.0,45.2
2026-06-12,Nolan Arenado,ARI,4,0.0,55.7
2026-06-12,Ildemaro Vargas,ARI,5,0.0,40.4
2026-06-12,Geraldo Perdomo,ARI,6,0.0,35.1
2026-06-12,Jordan Lawlar,ARI,7,0.0,48.1
2026-06-12,LuJames Groover,ARI,8,0.0,41.3
2026-06-12,Jorge Barrosa,ARI,9,0.0,39.8
2026-06-12,Dane Myers,CIN,1,0.0,46.2
2026-06-12,JJ Bleday,CIN,2,0.0,66.0
2026-06-12,Sal Stewart,CIN,3,0.0,57.5
2026-06-12,Spencer Steer,CIN,4,0.0,76.5
2026-06-12,Edwin Arroyo,CIN,5,0.0,54.6
2026-06-12,Blake Dunn,CIN,6,0.0,57.6
2026-06-12,Noelvi Marte,CIN,7,1.0,67.8
2026-06-12,P.J. Higgins,CIN,8,0.0,50.9
2026-06-12,Matt McLain,CIN,9,0.0,70.5
2026-06-12,Mauricio Dubón,ATL,1,0.0,43.7
2026-06-12,Michael Harris II,ATL,2,0.0,41.9
2026-06-12,Matt Olson,ATL,3,1.0,80.7
2026-06-12,Ozzie Albies,ATL,4,0.0,42.5
2026-06-12,Jorge Mateo,ATL,5,0.0,46.5
2026-06-12,Austin Riley,ATL,6,0.0,52.4
2026-06-12,Eli White,ATL,7,0.0,40.3
2026-06-12,JR Ritchie,ATL,8,0.0,46.4
2026-06-12,Austin Wynns,ATL,9,0.0,36.8
2026-06-12,Carson Benge,NYM,1,0.0,47.4
2026-06-12,Bo Bichette,NYM,2,1.0,53.7
2026-06-12,Juan Soto,NYM,3,1.0,81.3
2026-06-12,Jared Young,NYM,4,0.0,52.1
2026-06-12,A.J. Ewing,NYM,5,0.0,40.1
2026-06-12,Marcus Semien,NYM,6,0.0,65.2
2026-06-12,Brett Baty,NYM,7,0.0,39.3
2026-06-12,MJ Melendez,NYM,8,0.0,53.3
2026-06-12,Luis Torrens,NYM,9,0.0,40.2
2026-06-12,Max Schuemann,NYY,1,0.0,34.2
2026-06-12,Ben Rice,NYY,2,0.0,52.1
2026-06-12,Paul Goldschmidt,NYY,3,0.0,68.8
2026-06-12,Cody Bellinger,NYY,4,1.0,76.8
2026-06-12,Jazz Chisholm Jr.,NYY,5,0.0,76.1
2026-06-12,Spencer Jones,NYY,6,0.0,62.8
2026-06-12,José Caballero,NYY,7,0.0,50.1
2026-06-12,Ryan McMahon,NYY,8,0.0,63.4
2026-06-12,Ali Sánchez,NYY,9,0.0,44.6
2026-06-12,George Springer,TOR,1,1.0,55.9
2026-06-12,Ernie Clement,TOR,2,0.0,49.9
2026-06-12,Vladimir Guerrero Jr.,TOR,3,0.0,70.1
2026-06-12,Alejandro Kirk,TOR,4,0.0,39.6
2026-06-12,Kazuma Okamoto,TOR,5,1.0,54.4
2026-06-12,Nathan Lukes,TOR,6,0.0,50.1
2026-06-12,Myles Straw,TOR,7,0.0,45.9
2026-06-12,Yohendrick Piñango,TOR,8,0.0,60.5
2026-06-12,Andrés Giménez,TOR,9,0.0,47.7
2026-06-12,Alex Call,LAD,1,0.0,55.5
2026-06-12,Andy Pages,LAD,2,0.0,65.4
2026-06-12,Ryan Ward,LAD,3,0.0,72.9
2026-06-12,Alex Freeland,LAD,4,0.0,58.4
2026-06-12,Kyle Tucker,LAD,5,0.0,77.7
2026-06-12,Miguel Rojas,LAD,6,0.0,51.8
2026-06-12,Max Muncy,LAD,7,0.0,66.4
2026-06-12,Santiago Espinal,LAD,8,0.0,35.9
2026-06-12,Chuckie Robinson,LAD,9,0.0,49.6
2026-06-12,Sam Antonacci,CWS,1,0.0,46.3
2026-06-12,Miguel Vargas,CWS,2,0.0,56.1
2026-06-12,Andrew Benintendi,CWS,3,1.0,45.5
2026-06-12,Colson Montgomery,CWS,4,0.0,57.2
2026-06-12,Braden Montgomery,CWS,5,0.0,62.4
2026-06-12,Chase Meidroth,CWS,6,0.0,42.6
2026-06-12,Jacob Gonzalez,CWS,7,0.0,52.7
2026-06-12,Tristan Peters,CWS,8,0.0,47.1
2026-06-12,Drew Romo,CWS,9,0.0,41.6
2026-06-12,Kyle Schwarber,PHI,1,0.0,85.1
2026-06-12,Trea Turner,PHI,2,0.0,62.8
2026-06-12,Bryce Harper,PHI,3,0.0,86.4
2026-06-12,Brandon Marsh,PHI,4,0.0,69.2
2026-06-12,Alec Bohm,PHI,5,0.0,66.1
2026-06-12,Bryson Stott,PHI,6,0.0,51.0
2026-06-12,Gabriel Rincones Jr.,PHI,7,0.0,50.0
2026-06-12,J.T. Realmuto,PHI,8,0.0,49.4
2026-06-12,Justin Crawford,PHI,9,0.0,48.9
2026-06-12,Christian Yelich,MIL,1,0.0,62.1
2026-06-12,Jackson Chourio,MIL,2,0.0,74.7
2026-06-12,Brice Turang,MIL,3,0.0,55.3
2026-06-12,William Contreras,MIL,4,0.0,73.3
2026-06-12,Jake Bauers,MIL,5,1.0,68.9
2026-06-12,Sal Frelick,MIL,6,0.0,40.3
2026-06-12,Garrett Mitchell,MIL,7,0.0,47.2
2026-06-12,David Hamilton,MIL,8,0.0,59.5
2026-06-12,Joey Ortiz,MIL,9,0.0,50.0
2026-06-12,Jeremy Peña,HOU,1,0.0,31.1
2026-06-12,Yordan Alvarez,HOU,2,1.0,73.0
2026-06-12,Christian Walker,HOU,3,1.0,51.3
2026-06-12,Isaac Paredes,HOU,4,0.0,42.6
2026-06-12,Jose Altuve,HOU,5,0.0,49.5
2026-06-12,Brice Matthews,HOU,6,1.0,42.7
2026-06-12,Cam Smith,HOU,7,0.0,33.6
2026-06-12,Jake Meyers,HOU,8,0.0,18.7
2026-06-12,Christian Vázquez,HOU,9,0.0,29.3
2026-06-12,Carter Jensen,KC,1,0.0,36.3
2026-06-12,Bobby Witt Jr.,KC,2,0.0,54.8
2026-06-12,Starling Marte,KC,3,0.0,42.1
2026-06-12,Maikel Garcia,KC,4,0.0,21.6
2026-06-12,Jac Caglianone,KC,5,0.0,45.5
2026-06-12,Salvador Perez,KC,6,0.0,43.4
2026-06-12,Michael Massey,KC,7,0.0,24.7
2026-06-12,Lane Thomas,KC,8,0.0,32.1
2026-06-12,Isaac Collins,KC,9,0.0,28.6
2026-06-12,JJ Wetherholt,STL,1,0.0,43.2
