date,player,team,lineup_spot,hr,hr_score
2026-07-01,Casey Schmitt,SF,2,0.0,40.1
2026-07-01,Bryce Eldridge,SF,3,0.0,39.7
2026-07-01,Rafael Devers,SF,4,0.0,78.1
2026-07-01,Jonah Cox,SF,5,0.0,39.8
2026-07-01,Jung Hoo Lee,SF,6,0.0,34.3
2026-07-01,Drew Gilbert,SF,7,0.0,36.0
2026-07-01,Drew Cavanaugh,SF,8,0.0,34.4
2026-07-01,Christian Koss,SF,9,0.0,37.1
2026-07-01,Ketel Marte,ARI,1,0.0,74.3
2026-07-01,Geraldo Perdomo,ARI,2,0.0,42.5
2026-07-01,Corbin Carroll,ARI,3,0.0,54.6
2026-07-01,Gabriel Moreno,ARI,4,0.0,36.8
2026-07-01,Lourdes Gurriel Jr.,ARI,5,0.0,50.6
2026-07-01,Adrian Del Castillo,ARI,6,0.0,41.5
2026-07-01,Nolan Arenado,ARI,7,0.0,57.4
2026-07-01,Pavin Smith,ARI,8,0.0,32.9
2026-07-01,Tommy Troy,ARI,9,0.0,46.7
2026-07-02,Jake Mangum,PIT,1,0.0,52.7
2026-07-02,Brandon Lowe,PIT,2,0.0,67.4
2026-07-02,Bryan Reynolds,PIT,3,0.0,66.5
2026-07-02,Billy Cook,PIT,4,0.0,48.8
2026-07-02,Ryan O'Hearn,PIT,5,0.0,59.9
2026-07-02,Nick Gonzales,PIT,6,1.0,49.4
2026-07-02,Marcell Ozuna,PIT,7,0.0,82.4
2026-07-02,Endy Rodríguez,PIT,8,1.0,66.3
2026-07-02,Jared Triolo,PIT,9,0.0,59.5
2026-07-02,Trea Turner,PHI,1,0.0,67.2
2026-07-02,Kyle Schwarber,PHI,2,0.0,79.1
2026-07-02,Bryce Harper,PHI,3,0.0,79.3
2026-07-02,Brandon Marsh,PHI,4,0.0,60.2
2026-07-02,Alec Bohm,PHI,5,0.0,47.0
2026-07-02,Bryson Stott,PHI,6,0.0,43.6
2026-07-02,Gabriel Rincones Jr.,PHI,7,0.0,40.5
2026-07-02,Justin Crawford,PHI,8,0.0,40.9
2026-07-02,Rafael Marchán,PHI,9,0.0,43.3
2026-07-02,Elly De La Cruz,CIN,1,0.0,77.6
2026-07-02,Sal Stewart,CIN,2,1.0,64.0
2026-07-02,JJ Bleday,CIN,3,0.0,49.1
2026-07-02,Eugenio Suárez,CIN,4,0.0,52.6
2026-07-02,Spencer Steer,CIN,5,0.0,62.9
2026-07-02,Noelvi Marte,CIN,6,0.0,62.2
2026-07-02,Matt McLain,CIN,7,0.0,48.2
2026-07-02,Jose Trevino,CIN,8,1.0,64.2
2026-07-02,TJ Friedl,CIN,9,1.0,57.3
2026-07-02,Christian Yelich,MIL,1,0.0,63.4
2026-07-02,Jackson Chourio,MIL,2,0.0,75.6
2026-07-02,Brice Turang,MIL,3,0.0,47.4
2026-07-02,William Contreras,MIL,4,0.0,71.7
2026-07-02,Jake Bauers,MIL,5,0.0,64.1
2026-07-02,Garrett Mitchell,MIL,6,1.0,72.5
2026-07-02,Sal Frelick,MIL,7,0.0,44.1
2026-07-02,Cooper Pratt,MIL,8,0.0,49.1
2026-07-02,Joey Ortiz,MIL,9,0.0,57.8
2026-07-02,Leo Jiménez,MIA,1,0.0,47.2
2026-07-02,Otto Lopez,MIA,2,0.0,43.5
2026-07-02,Kyle Stowers,MIA,3,0.0,47.8
2026-07-02,Xavier Edwards,MIA,4,0.0,29.9
2026-07-02,Griffin Conine,MIA,5,0.0,53.5
2026-07-02,Heriberto Hernández,MIA,6,0.0,53.2
2026-07-02,Jakob Marsee,MIA,7,0.0,44.3
2026-07-02,Javier Sanoja,MIA,8,0.0,55.3
2026-07-02,Joe Mack,MIA,9,0.0,65.6
2026-07-02,Jake McCarthy,COL,1,1.0,42.9
2026-07-02,Mickey Moniak,COL,2,1.0,56.5
2026-07-02,TJ Rumfield,COL,3,0.0,48.3
2026-07-02,Ezequiel Tovar,COL,4,0.0,42.3
2026-07-02,Troy Johnston,COL,5,0.0,42.7
2026-07-02,Cole Carrigg,COL,6,0.0,44.0
2026-07-02,Kyle Karros,COL,7,0.0,57.2
2026-07-02,Brett Sullivan,COL,8,0.0,44.8
2026-07-02,Edouard Julien,COL,9,0.0,43.4
2026-07-02,Junior Perez,CWS,1,0.0,61.2
2026-07-02,Miguel Vargas,CWS,2,0.0,53.9
2026-07-02,Kyle Teel,CWS,3,0.0,48.4
2026-07-02,Andrew Benintendi,CWS,4,0.0,42.8
2026-07-02,Colson Montgomery,CWS,5,0.0,50.3
2026-07-02,Braden Montgomery,CWS,6,0.0,45.7
2026-07-02,Chase Meidroth,CWS,7,1.0,48.4
2026-07-02,Tristan Peters,CWS,8,0.0,48.3
2026-07-02,Jacob Gonzalez,CWS,9,0.0,46.1
2026-07-02,Travis Bazzana,CLE,1,0.0,53.1
2026-07-02,Chase DeLauter,CLE,2,0.0,51.3
2026-07-02,Daniel Schneemann,CLE,3,0.0,49.0
2026-07-02,Kahlil Watson,CLE,4,0.0,52.9
2026-07-02,Brayan Rocchio,CLE,5,1.0,47.6
2026-07-02,David Fry,CLE,6,1.0,65.7
2026-07-02,Gabriel Arias,CLE,7,0.0,55.8
2026-07-02,Patrick Bailey,CLE,8,0.0,43.1
2026-07-02,Steven Kwan,CLE,9,0.0,39.6
2026-07-02,JJ Wetherholt,STL,1,0.0,48.7
2026-07-02,Iván Herrera,STL,2,0.0,46.5
2026-07-02,Alec Burleson,STL,3,1.0,54.2
2026-07-02,Jordan Walker,STL,4,1.0,64.1
2026-07-02,Lars Nootbaar,STL,5,0.0,45.9
2026-07-02,Masyn Winn,STL,6,0.0,45.5
2026-07-02,Nathan Church,STL,7,1.0,60.0
2026-07-02,Pedro Pagés,STL,8,0.0,44.1
2026-07-02,José Fermín,STL,9,0.0,48.1
2026-07-02,Drake Baldwin,ATL,1,0.0,40.6
2026-07-02,Ozzie Albies,ATL,2,0.0,48.7
2026-07-02,Matt Olson,ATL,3,0.0,64.9
2026-07-02,Michael Harris II,ATL,4,0.0,44.2
2026-07-02,Mauricio Dubón,ATL,5,0.0,45.1
2026-07-02,Dominic Smith,ATL,6,0.0,41.4
2026-07-02,Austin Riley,ATL,7,0.0,48.9
2026-07-02,Mike Yastrzemski,ATL,8,0.0,44.6
2026-07-02,Jim Jarvis,ATL,9,0.0,40.2
2026-07-02,Yandy Díaz,TB,1,0.0,52.2
2026-07-02,Jonathan Aranda,TB,2,0.0,58.3
2026-07-02,Junior Caminero,TB,3,0.0,68.7
2026-07-02,Victor Mesa Jr.,TB,4,0.0,53.2
2026-07-02,Chandler Simpson,TB,5,0.0,48.0
2026-07-02,Cedric Mullins,TB,6,1.0,69.2
2026-07-02,Taylor Walls,TB,7,0.0,48.5
2026-07-02,Ben Williamson,TB,8,0.0,60.8
2026-07-02,Nick Fortes,TB,9,0.0,41.1
2026-07-02,Carter Jensen,KC,1,1.0,55.2
2026-07-02,Bobby Witt Jr.,KC,2,0.0,80.9
2026-07-02,Jac Caglianone,KC,3,0.0,51.3
2026-07-02,Lane Thomas,KC,4,0.0,41.4
2026-07-02,Josh Rojas,KC,5,0.0,35.2
2026-07-02,Nick Loftin,KC,6,0.0,39.3
2026-07-02,Michael Massey,KC,7,0.0,33.4
2026-07-02,Isaac Collins,KC,8,1.0,46.3
2026-07-02,Kameron Misner,KC,9,0.0,39.7
2026-07-02,Kevin McGonigle,DET,1,0.0,48.3
2026-07-02,Dillon Dingler,DET,2,0.0,49.7
2026-07-02,Kerry Carpenter,DET,3,0.0,71.3
2026-07-02,Riley Greene,DET,4,0.0,67.9
2026-07-02,Matt Vierling,DET,5,0.0,42.6
2026-07-02,Spencer Torkelson,DET,6,0.0,66.1
2026-07-02,Zach McKinstry,DET,7,0.0,40.3
2026-07-02,Ben Malgeri,DET,8,0.0,45.7
2026-07-02,Hao-Yu Lee,DET,9,1.0,58.3
2026-07-02,Josh Smith,TEX,1,1.0,64.2
2026-07-02,Josh Jung,TEX,2,0.0,48.1
2026-07-02,Ezequiel Duran,TEX,3,0.0,37.3
2026-07-02,Jake Burger,TEX,4,0.0,60.9
2026-07-02,Kyle Higashioka,TEX,5,0.0,46.5
2026-07-02,Evan Carter,TEX,6,1.0,59.7
2026-07-02,Elias Díaz,TEX,7,1.0,62.5
2026-07-02,Alejandro Osuna,TEX,8,0.0,43.5
2026-07-02,Nicky Lopez,TEX,9,0.0,28.2
2026-07-02,Zach Neto,LAA,1,0.0,50.2
2026-07-02,Jose Siri,LAA,2,0.0,45.4
2026-07-02,Denzer Guzman,LAA,3,0.0,44.4
2026-07-02,Donovan Walton,LAA,4,0.0,40.8
2026-07-02,Wade Meckler,LAA,5,0.0,38.1
2026-07-02,Jo Adell,LAA,6,0.0,51.5
2026-07-02,Oswald Peraza,LAA,7,0.0,38.7
2026-07-02,Josh Lowe,LAA,8,0.0,50.7
2026-07-02,Logan O'Hoppe,LAA,9,0.0,36.9
2026-07-02,J.P. Crawford,SEA,1,0.0,17.9
2026-07-02,Weston Wilson,SEA,2,0.0,28.0
2026-07-02,Dominic Canzone,SEA,3,0.0,32.5
2026-07-02,Randy Arozarena,SEA,4,0.0,46.3
2026-07-02,Josh Naylor,SEA,5,0.0,39.7
2026-07-02,Cal Raleigh,SEA,6,0.0,40.1
2026-07-02,Luke Raley,SEA,7,0.0,28.7
2026-07-02,Cole Young,SEA,8,0.0,41.3
2026-07-02,Colt Emerson,SEA,9,0.0,35.4
2026-07-02,Fernando Tatis Jr.,SD,1,0.0,76.5
2026-07-02,Jake Cronenworth,SD,2,1.0,59.2
2026-07-02,Manny Machado,SD,3,1.0,66.9
2026-07-02,Miguel Andujar,SD,4,0.0,33.6
2026-07-02,Ty France,SD,5,0.0,54.4
2026-07-02,Jackson Merrill,SD,6,1.0,58.7
2026-07-02,Xander Bogaerts,SD,7,0.0,43.7
2026-07-02,Rodolfo Durán,SD,8,0.0,41.9
2026-07-02,Samad Taylor,SD,9,0.0,42.8
2026-07-02,Shohei Ohtani,LAD,1,0.0,84.1
2026-07-02,Andy Pages,LAD,2,0.0,53.8
2026-07-02,Freddie Freeman,LAD,3,0.0,83.5
2026-07-02,Mookie Betts,LAD,4,0.0,87.3
2026-07-02,Max Muncy,LAD,5,0.0,69.4
2026-07-02,Kyle Tucker,LAD,6,0.0,76.0
2026-07-02,Teoscar Hernández,LAD,7,0.0,49.2
2026-07-02,Dalton Rushing,LAD,8,1.0,65.0
2026-07-02,Tommy Edman,LAD,9,0.0,48.3
2026-07-03,JJ Wetherholt,STL,1,0.0,46.4
2026-07-03,Jimmy Crooks,STL,2,0.0,42.8
2026-07-03,Jordan Walker,STL,3,0.0,60.7
2026-07-03,Nelson Velázquez,STL,4,0.0,62.9
2026-07-03,Pedro Pagés,STL,5,0.0,43.0
2026-07-03,Bryan Torres,STL,6,1.0,61.2
2026-07-03,José Fermín,STL,7,0.0,49.0
2026-07-03,Blaze Jordan,STL,8,0.0,41.9
2026-07-03,Nathan Church,STL,9,1.0,61.3
2026-07-03,Justin Dean,CHC,1,0.0,42.1
2026-07-03,Alex Bregman,CHC,2,0.0,54.1
2026-07-03,Michael Busch,CHC,3,0.0,51.6
2026-07-03,Seiya Suzuki,CHC,4,0.0,62.3
2026-07-03,Kevin Alcántara,CHC,5,0.0,39.3
2026-07-03,Nico Hoerner,CHC,6,0.0,30.3
2026-07-03,Michael Conforto,CHC,7,0.0,53.6
2026-07-03,Carson Kelly,CHC,8,0.0,37.0
2026-07-03,Pedro Ramírez,CHC,9,0.0,34.9
2026-07-03,Konnor Griffin,PIT,1,0.0,51.3
2026-07-03,Brandon Lowe,PIT,2,0.0,68.1
2026-07-03,Bryan Reynolds,PIT,3,1.0,70.0
2026-07-03,Esmerlyn Valdez,PIT,4,0.0,67.1
2026-07-03,Ryan O'Hearn,PIT,5,0.0,61.6
2026-07-03,Nick Gonzales,PIT,6,0.0,46.3
2026-07-03,Jake Mangum,PIT,7,0.0,52.8
2026-07-03,Endy Rodríguez,PIT,8,0.0,64.6
2026-07-03,Jared Triolo,PIT,9,0.0,54.3
2026-07-03,James Wood,WSH,1,0.0,67.2
2026-07-03,Luis García Jr.,WSH,2,1.0,62.3
2026-07-03,José Tena,WSH,3,1.0,54.9
2026-07-03,CJ Abrams,WSH,4,0.0,59.6
2026-07-03,Dylan Crews,WSH,5,0.0,44.9
2026-07-03,Daylen Lile,WSH,6,1.0,54.9
2026-07-03,Keibert Ruiz,WSH,7,0.0,34.2
2026-07-03,Jorbit Vivas,WSH,8,0.0,47.4
2026-07-03,Nasim Nuñez,WSH,9,0.0,50.5
2026-07-03,Trevor Larnach,MIN,1,0.0,51.1
2026-07-03,Brooks Lee,MIN,2,0.0,56.5
2026-07-03,Kody Clemens,MIN,3,1.0,67.7
2026-07-03,Kyler Fedko,MIN,4,0.0,47.7
2026-07-03,Royce Lewis,MIN,5,0.0,67.7
2026-07-03,Victor Caratini,MIN,6,0.0,63.0
2026-07-03,Ryan Kreidler,MIN,7,0.0,58.3
2026-07-03,Tristan Gray,MIN,8,0.0,47.0
2026-07-03,Luke Keaschall,MIN,9,0.0,54.6
2026-07-03,Trent Grisham,NYY,1,1.0,71.9
2026-07-03,Ben Rice,NYY,2,1.0,64.9
2026-07-03,Jasson Domínguez,NYY,3,0.0,54.8
2026-07-03,Cody Bellinger,NYY,4,0.0,63.9
2026-07-03,Paul Goldschmidt,NYY,5,0.0,69.0
2026-07-03,Jazz Chisholm Jr.,NYY,6,0.0,68.9
2026-07-03,Ryan McMahon,NYY,7,0.0,55.3
2026-07-03,José Caballero,NYY,8,0.0,51.8
2026-07-03,Austin Wells,NYY,9,0.0,53.5
2026-07-03,Gunnar Henderson,BAL,1,0.0,69.4
2026-07-03,Adley Rutschman,BAL,2,0.0,56.2
2026-07-03,Taylor Ward,BAL,3,0.0,59.0
2026-07-03,Pete Alonso,BAL,4,0.0,82.0
2026-07-03,Samuel Basallo,BAL,5,1.0,55.4
2026-07-03,Dylan Beavers,BAL,6,0.0,44.5
2026-07-03,Colton Cowser,BAL,7,0.0,49.2
2026-07-03,Blaze Alexander,BAL,8,0.0,52.5
2026-07-03,Jackson Holliday,BAL,9,0.0,53.7
2026-07-03,Elly De La Cruz,CIN,1,0.0,81.6
2026-07-03,Sal Stewart,CIN,2,0.0,72.2
2026-07-03,Spencer Steer,CIN,3,0.0,65.8
2026-07-03,Eugenio Suárez,CIN,4,0.0,57.9
2026-07-03,Noelvi Marte,CIN,5,0.0,62.4
2026-07-03,JJ Bleday,CIN,6,0.0,53.8
2026-07-03,Tyler Stephenson,CIN,7,0.0,55.9
2026-07-03,TJ Friedl,CIN,8,0.0,58.6
2026-07-03,Edwin Arroyo,CIN,9,0.0,54.0
2026-07-03,Sam Antonacci,CWS,1,0.0,50.2
2026-07-03,Miguel Vargas,CWS,2,1.0,58.5
2026-07-03,Kyle Teel,CWS,3,0.0,47.3
2026-07-03,Andrew Benintendi,CWS,4,0.0,41.1
2026-07-03,Colson Montgomery,CWS,5,0.0,53.1
2026-07-03,Braden Montgomery,CWS,6,0.0,46.4
2026-07-03,Luisangel Acuña,CWS,7,0.0,49.8
2026-07-03,Randal Grichuk,CWS,8,0.0,55.6
2026-07-03,Junior Perez,CWS,9,0.0,60.8
2026-07-03,Travis Bazzana,CLE,1,0.0,55.8
2026-07-03,Kahlil Watson,CLE,2,0.0,55.9
2026-07-03,Chase DeLauter,CLE,3,0.0,52.4
2026-07-03,Rhys Hoskins,CLE,4,0.0,63.8
2026-07-03,Kyle Manzardo,CLE,5,0.0,62.4
2026-07-03,Brayan Rocchio,CLE,6,0.0,51.1
2026-07-03,Daniel Schneemann,CLE,7,0.0,53.8
2026-07-03,Austin Hedges,CLE,8,0.0,67.0
2026-07-03,Steven Kwan,CLE,9,0.0,47.0
2026-07-03,Tyrone Taylor,NYM,1,0.0,30.4
2026-07-03,Juan Soto,NYM,2,1.0,74.5
2026-07-03,Bo Bichette,NYM,3,0.0,44.6
2026-07-03,Francisco Lindor,NYM,4,0.0,69.2
2026-07-03,Carson Benge,NYM,5,0.0,48.7
2026-07-03,Jared Young,NYM,6,0.0,43.3
2026-07-03,Francisco Alvarez,NYM,7,0.0,64.4
2026-07-03,Brett Baty,NYM,8,0.0,39.7
2026-07-03,Luis Torrens,NYM,9,0.0,52.1
2026-07-03,Drake Baldwin,ATL,1,0.0,37.3
2026-07-03,Ozzie Albies,ATL,2,1.0,54.4
2026-07-03,Matt Olson,ATL,3,1.0,73.5
2026-07-03,Mauricio Dubón,ATL,4,0.0,42.4
2026-07-03,Michael Harris II,ATL,5,1.0,43.1
2026-07-03,Dominic Smith,ATL,6,0.0,40.3
2026-07-03,Austin Riley,ATL,7,0.0,50.0
2026-07-03,Mike Yastrzemski,ATL,8,0.0,38.2
2026-07-03,Jorge Mateo,ATL,9,0.0,38.1
2026-07-03,Jonah Cox,SF,1,0.0,44.7
2026-07-03,Casey Schmitt,SF,2,0.0,43.6
2026-07-03,Heliot Ramos,SF,3,0.0,60.6
2026-07-03,Rafael Devers,SF,4,1.0,83.7
2026-07-03,Drew Gilbert,SF,5,0.0,41.9
2026-07-03,Christian Koss,SF,6,0.0,41.2
2026-07-03,Bryce Eldridge,SF,7,0.0,45.1
2026-07-03,Victor Bericoto,SF,8,0.0,62.9
2026-07-03,Drew Cavanaugh,SF,9,0.0,44.4
2026-07-03,Troy Johnston,COL,1,0.0,47.2
2026-07-03,Mickey Moniak,COL,2,0.0,64.9
2026-07-03,Braxton Fulford,COL,3,0.0,46.8
2026-07-03,Brett Sullivan,COL,4,0.0,50.1
2026-07-03,Cole Carrigg,COL,5,0.0,48.1
2026-07-03,Tyler Freeman,COL,6,0.0,48.7
2026-07-03,Edouard Julien,COL,7,0.0,45.6
2026-07-03,Kyle Karros,COL,8,0.0,61.9
2026-07-03,Ezequiel Tovar,COL,9,1.0,56.3
2026-07-03,Yandy Díaz,TB,1,0.0,50.6
2026-07-03,Jonathan Aranda,TB,2,0.0,56.8
2026-07-03,Junior Caminero,TB,3,1.0,68.1
2026-07-03,Cedric Mullins,TB,4,0.0,64.8
2026-07-03,Jonny DeLuca,TB,5,0.0,47.1
2026-07-03,Victor Mesa Jr.,TB,6,0.0,46.4
2026-07-03,Ben Williamson,TB,7,0.0,60.7
2026-07-03,Taylor Walls,TB,8,0.0,47.4
2026-07-03,Nick Fortes,TB,9,1.0,48.1
2026-07-03,Jose Altuve,HOU,1,0.0,59.6
2026-07-03,Yordan Alvarez,HOU,2,1.0,87.6
2026-07-03,Isaac Paredes,HOU,3,0.0,66.7
2026-07-03,Christian Walker,HOU,4,0.0,63.9
2026-07-03,Cam Smith,HOU,5,0.0,66.9
2026-07-03,Taylor Trammell,HOU,6,0.0,59.8
2026-07-03,Yainer Diaz,HOU,7,0.0,49.1
2026-07-03,Jake Meyers,HOU,8,0.0,38.5
2026-07-03,Raynel Delgado,HOU,9,0.0,58.5
2026-07-03,Nate Eaton,BOS,1,0.0,51.9
2026-07-03,Ceddanne Rafaela,BOS,2,0.0,51.7
2026-07-03,Wilyer Abreu,BOS,3,0.0,54.8
2026-07-03,Willson Contreras,BOS,4,0.0,72.9
2026-07-03,Caleb Durbin,BOS,5,1.0,67.1
2026-07-03,Romy Gonzalez,BOS,6,0.0,47.5
2026-07-03,Jarren Duran,BOS,7,0.0,49.8
2026-07-03,Andruw Monasterio,BOS,8,0.0,50.3
2026-07-03,Carlos Narváez,BOS,9,0.0,49.7
2026-07-03,Zach Neto,LAA,1,0.0,57.6
2026-07-03,Nolan Schanuel,LAA,2,0.0,42.8
2026-07-03,Denzer Guzman,LAA,3,0.0,53.9
2026-07-03,Jorge Soler,LAA,4,0.0,49.7
2026-07-03,Vaughn Grissom,LAA,5,0.0,40.0
2026-07-03,Jo Adell,LAA,6,0.0,57.6
2026-07-03,Jose Siri,LAA,7,1.0,68.8
2026-07-03,Josh Lowe,LAA,8,0.0,56.7
2026-07-03,Tyler Heineman,LAA,9,0.0,50.3
2026-07-03,Liam Hicks,MIA,1,0.0,43.3
2026-07-03,Joe Mack,MIA,2,0.0,61.4
2026-07-03,Otto Lopez,MIA,3,0.0,42.7
2026-07-03,Xavier Edwards,MIA,4,0.0,24.7
2026-07-03,Esteury Ruiz,MIA,5,0.0,43.3
2026-07-03,Griffin Conine,MIA,6,0.0,51.6
2026-07-03,Owen Caissie,MIA,7,1.0,63.5
2026-07-03,Jakob Marsee,MIA,8,1.0,48.3
2026-07-03,Javier Sanoja,MIA,9,0.0,50.2
2026-07-03,Nick Kurtz,ATH,1,1.0,55.6
2026-07-03,Jonah Heim,ATH,2,0.0,60.2
2026-07-03,Lawrence Butler,ATH,3,0.0,59.3
2026-07-03,Colby Thomas,ATH,4,0.0,61.5
2026-07-03,Joshua Kuroda-Grauer,ATH,5,0.0,49.4
2026-07-03,Carlos Cortes,ATH,6,0.0,45.3
2026-07-03,Henry Bolte,ATH,7,0.0,46.0
2026-07-03,Jeff McNeil,ATH,8,0.0,36.6
2026-07-03,Alika Williams,ATH,9,0.0,53.4
2026-07-03,Christian Yelich,MIL,1,0.0,52.9
2026-07-03,Jackson Chourio,MIL,2,0.0,64.5
2026-07-03,Brice Turang,MIL,3,0.0,41.2
2026-07-03,William Contreras,MIL,4,0.0,55.8
2026-07-03,Jake Bauers,MIL,5,0.0,52.1
2026-07-03,Garrett Mitchell,MIL,6,1.0,63.0
2026-07-03,Blake Perkins,MIL,7,0.0,43.2
2026-07-03,Cooper Pratt,MIL,8,0.0,40.3
2026-07-03,Joey Ortiz,MIL,9,0.0,46.0
2026-07-03,Ketel Marte,ARI,1,0.0,77.9
2026-07-03,Geraldo Perdomo,ARI,2,0.0,45.2
2026-07-03,Corbin Carroll,ARI,3,0.0,61.7
2026-07-03,Gabriel Moreno,ARI,4,0.0,45.1
2026-07-03,Lourdes Gurriel Jr.,ARI,5,0.0,57.4
2026-07-03,Nolan Arenado,ARI,6,0.0,65.6
2026-07-03,Ildemaro Vargas,ARI,7,0.0,51.6
2026-07-03,Max Kepler,ARI,8,0.0,49.7
2026-07-03,Tommy Troy,ARI,9,0.0,51.7
2026-07-03,Fernando Tatis Jr.,SD,1,0.0,86.1
2026-07-03,Jake Cronenworth,SD,2,0.0,63.1
2026-07-03,Manny Machado,SD,3,0.0,79.1
2026-07-03,Gavin Sheets,SD,4,0.0,68.4
2026-07-03,Ty France,SD,5,0.0,58.7
2026-07-03,Jackson Merrill,SD,6,1.0,70.1
2026-07-03,Xander Bogaerts,SD,7,0.0,51.0
2026-07-03,Samad Taylor,SD,8,0.0,54.7
2026-07-03,Miguel Andujar,SD,9,0.0,42.3
2026-07-03,Miguel Rojas,LAD,1,0.0,58.1
2026-07-03,Andy Pages,LAD,2,0.0,43.5
2026-07-03,Freddie Freeman,LAD,3,0.0,75.8
2026-07-03,Mookie Betts,LAD,4,0.0,77.0
2026-07-03,Max Muncy,LAD,5,0.0,63.0
2026-07-03,Kyle Tucker,LAD,6,0.0,74.0
2026-07-03,Teoscar Hernández,LAD,7,1.0,54.5
2026-07-03,Dalton Rushing,LAD,8,0.0,58.0
2026-07-03,Tommy Edman,LAD,9,0.0,44.0
2026-07-03,Nathan Lukes,TOR,1,0.0,41.7
2026-07-03,Vladimir Guerrero Jr.,TOR,2,0.0,53.7
2026-07-03,Kazuma Okamoto,TOR,3,0.0,40.8
2026-07-03,Daulton Varsho,TOR,4,0.0,35.1
2026-07-03,Alejandro Kirk,TOR,5,0.0,29.2
2026-07-03,Myles Straw,TOR,6,0.0,47.7
2026-07-03,Ernie Clement,TOR,7,0.0,25.5
2026-07-03,Sean Keys,TOR,8,0.0,45.0
2026-07-03,Andrés Giménez,TOR,9,0.0,31.1
2026-07-03,J.P. Crawford,SEA,1,0.0,31.4
2026-07-03,Randy Arozarena,SEA,2,0.0,55.2
2026-07-03,Weston Wilson,SEA,3,0.0,34.4
2026-07-03,Cal Raleigh,SEA,4,0.0,47.5
2026-07-03,Josh Naylor,SEA,5,0.0,50.6
2026-07-03,Luke Raley,SEA,6,0.0,36.8
2026-07-03,Cole Young,SEA,7,0.0,50.4
2026-07-03,Victor Robles,SEA,8,0.0,26.4
2026-07-03,Colt Emerson,SEA,9,0.0,38.6
2026-07-04,Konnor Griffin,PIT,1,0.0,51.1
2026-07-04,Brandon Lowe,PIT,2,0.0,60.9
2026-07-04,Bryan Reynolds,PIT,3,0.0,64.7
2026-07-04,Billy Cook,PIT,4,0.0,46.5
2026-07-04,Ryan O'Hearn,PIT,5,0.0,56.3
2026-07-04,Nick Gonzales,PIT,6,0.0,43.2
2026-07-04,Jake Mangum,PIT,7,0.0,51.3
2026-07-04,Tyler Callihan,PIT,8,0.0,60.5
2026-07-04,Henry Davis,PIT,9,0.0,63.7
2026-07-04,James Wood,WSH,1,1.0,78.8
2026-07-04,Andrés Chaparro,WSH,2,0.0,64.3
2026-07-04,Curtis Mead,WSH,3,0.0,46.1
2026-07-04,CJ Abrams,WSH,4,0.0,63.1
2026-07-04,Daylen Lile,WSH,5,0.0,63.0
2026-07-04,Dylan Crews,WSH,6,0.0,50.7
2026-07-04,José Tena,WSH,7,0.0,57.6
2026-07-04,Drew Millas,WSH,8,0.0,49.6
2026-07-04,Nasim Nuñez,WSH,9,0.0,52.1
2026-07-04,Austin Martin,MIN,1,0.0,41.9
2026-07-04,Byron Buxton,MIN,2,0.0,70.7
2026-07-04,Kody Clemens,MIN,3,1.0,59.9
2026-07-04,Josh Bell,MIN,4,1.0,63.1
2026-07-04,Royce Lewis,MIN,5,0.0,59.9
2026-07-04,Brooks Lee,MIN,6,0.0,46.6
2026-07-04,Ryan Kreidler,MIN,7,0.0,44.6
2026-07-04,Luke Keaschall,MIN,8,1.0,58.0
2026-07-04,Alex Jackson,MIN,9,1.0,60.4
2026-07-04,Paul Goldschmidt,NYY,1,0.0,65.0
2026-07-04,Ben Rice,NYY,2,0.0,60.5
2026-07-04,Cody Bellinger,NYY,3,0.0,59.0
2026-07-04,Jasson Domínguez,NYY,4,1.0,54.2
2026-07-04,Anthony Volpe,NYY,5,0.0,45.1
2026-07-04,Jazz Chisholm Jr.,NYY,6,0.0,61.1
2026-07-04,Ryan McMahon,NYY,7,0.0,50.3
2026-07-04,Max Schuemann,NYY,8,1.0,49.3
2026-07-04,Austin Wells,NYY,9,0.0,47.0
2026-07-04,Kevin McGonigle,DET,1,0.0,61.2
2026-07-04,Dillon Dingler,DET,2,0.0,58.1
2026-07-04,Kerry Carpenter,DET,3,0.0,77.1
2026-07-04,Riley Greene,DET,4,1.0,79.2
2026-07-04,Spencer Torkelson,DET,5,0.0,78.8
2026-07-04,Colt Keith,DET,6,0.0,64.3
2026-07-04,Zach McKinstry,DET,7,0.0,50.9
2026-07-04,Ben Malgeri,DET,8,0.0,51.6
2026-07-04,James Outman,DET,9,0.0,61.3
2026-07-04,Joc Pederson,TEX,1,0.0,80.7
2026-07-04,Josh Smith,TEX,2,0.0,64.6
2026-07-04,Josh Jung,TEX,3,0.0,55.5
2026-07-04,Brandon Nimmo,TEX,4,0.0,50.7
2026-07-04,Alejandro Osuna,TEX,5,0.0,47.7
2026-07-04,Ezequiel Duran,TEX,6,0.0,39.4
2026-07-04,Evan Carter,TEX,7,0.0,62.9
2026-07-04,Elias Díaz,TEX,8,0.0,67.6
2026-07-04,Nicky Lopez,TEX,9,0.0,33.5
2026-07-04,Nathan Lukes,TOR,1,0.0,43.2
2026-07-04,Myles Straw,TOR,2,0.0,46.9
2026-07-04,Kazuma Okamoto,TOR,3,0.0,42.0
2026-07-04,Jonatan Clase,TOR,4,0.0,36.0
2026-07-04,Ernie Clement,TOR,5,0.0,27.5
2026-07-04,Yohendrick Piñango,TOR,6,0.0,38.2
2026-07-04,Sean Keys,TOR,7,0.0,47.1
